"id","latitude","longitude"
241,10.84248725,106.61627756
242,10.82881048,106.62102113
243,10.82243986,106.62899299
244,10.790582,106.60935733
245,10.79752404,106.61726887
246,10.8265969,106.62819899
247,10.81087276,106.63014551
248,10.81320621,106.63046186
249,10.82218219,106.62919556
250,10.80496526,106.70366783
251,10.85496791,106.63120167
252,10.7964347,106.61714819
253,10.83547518,106.6107421
254,10.81676913,106.62273008
255,10.82264107,106.6293431
256,10.74193884,106.68638523
257,10.85014,106.63703265
258,10.80602656,106.60289716
259,10.80906418,106.64382941
260,10.83759809,106.61301558
261,10.8357525,106.64113107
262,10.82197909,106.62682182
263,10.82259965,106.63025322
264,10.77499185,106.58649737
265,10.84566699,106.64667074
266,10.82306939,106.61566854
267,10.8135499,106.61757103
268,10.82327633,106.62904705
269,10.88606483,106.66353169
270,10.82607203,106.66664333
271,10.82583579,106.60398583
272,10.83842299,106.63240286
273,10.84415594,106.63012518
274,10.8366981,106.62201378
275,10.82238794,106.63679792
276,10.82303997,106.63051217
277,10.75297645,106.69875593
278,10.79630455,106.63036971
279,10.85406922,106.60992033
280,10.84432217,106.61951209
281,10.82998955,106.64341068
282,10.81888912,106.63150398
283,10.8239187,106.63022315
284,10.88903504,106.63193512
285,10.81397169,106.63680996
286,10.82006912,106.64178489
287,10.82358103,106.62987743
288,10.81040263,106.6436048
289,10.82666051,106.65151063
290,10.79994296,106.60423553
291,10.80809739,106.64836923
292,10.82309135,106.6275849
293,10.82388386,106.6276044
294,10.82337231,106.62880494
295,10.79024688,106.64100417
296,10.80030468,106.64496431
297,10.81095869,106.60873581
298,10.84040455,106.6466537
299,10.8174464,106.63255767
300,10.8232586,106.62992301
301,10.83197846,106.54184216
302,10.79757976,106.64347608
303,10.7927831,106.59864635
304,10.81550912,106.62146177
305,10.82269043,106.63218873
306,10.83078313,106.63070602
307,10.82402386,106.6303917
308,10.85298235,106.63474583
309,10.81659667,106.62198218
310,10.8444617,106.60654128
311,10.83352903,106.60416195
312,10.8390158,106.62014372
313,10.81670418,106.63674296
314,10.82577616,106.62759668
315,10.82285306,106.62999427
316,10.90670088,106.62497384
317,10.83551707,106.63511676
318,10.81631705,106.61414679
319,10.81412536,106.60188171
320,10.81993682,106.64577375
321,10.83656082,106.63581228
322,10.82198733,106.62678744
323,10.82222436,106.63010323
324,10.72938537,106.55263217
325,10.80183326,106.62897784
326,10.80415555,106.64701662
327,10.83048966,106.64332218
328,10.82047015,106.62648284
329,10.82275224,106.62886545
330,10.88301235,106.56432736
331,10.79153235,106.62844132
332,10.82398917,106.62712211
333,10.8232027,106.62890539
334,10.80774598,106.60682477
335,10.80029014,106.65144371
336,10.82206888,106.61931417
337,10.816781,106.62094203
338,10.82235697,106.62891208
339,10.88467369,106.70419138
340,10.79626004,106.60104526
341,10.81595975,106.65818097
342,10.80777233,106.62013296
343,10.83200138,106.63164219
344,10.8240516,106.61814372
345,10.82305241,106.63197919
346,10.82311777,106.62881107
347,10.72971313,106.57331087
348,10.80295575,106.63653666
349,10.82371097,106.62905598
350,10.83384168,106.59598028
351,10.81717595,106.6454753
352,10.82373624,106.63051687
353,10.73490409,106.56230679
354,10.8006824,106.59773347
355,10.79345377,106.62112473
356,10.82617298,106.61328586
357,10.83034774,106.62951926
358,10.82259403,106.62917663
359,10.82069654,106.59540123
360,10.80093718,106.62030871
361,10.83540488,106.62382258
362,10.83479893,106.62809539
363,10.81185396,106.62123159
364,10.82617136,106.6319821
365,10.82299659,106.63057167
366,10.8220396,106.66294019
367,10.84447461,106.59692521
368,10.83604337,106.64615745
369,10.81621429,106.62176216
370,10.82358481,106.63033707
371,10.8022323,106.70000602
372,10.79861082,106.61429367
373,10.8226356,106.62921226
374,10.77408383,106.58205774
375,10.85490424,106.59977681
376,10.81024723,106.62689254
377,10.82404651,106.62968402
378,10.75543586,106.70654018
379,10.79779657,106.62448539
380,10.79480576,106.60498907
381,10.82844571,106.61610614
382,10.82228371,106.63458217
383,10.82226074,106.62934062
384,10.76887671,106.53016016
385,10.83446118,106.60917401
386,10.82221721,106.63028389
387,10.89952224,106.72862144
388,10.79000973,106.60128457
389,10.80956739,106.61822738
390,10.83329931,106.62910444
391,10.82255251,106.63049053
392,10.91713817,106.72155058
393,10.8058053,106.58996218
394,10.83893473,106.62130612
395,10.8424288,106.63717438
396,10.81619231,106.62379058
397,10.82222138,106.62959436
398,10.75056281,106.65976782
399,10.82655809,106.59853481
400,10.84994847,106.60986781
401,10.80423762,106.63033377
402,10.8281306,106.6228624
403,10.82311665,106.63328873
404,10.82582297,106.62483972
405,10.82390189,106.62969824
406,10.89674121,106.639651
407,10.81734772,106.61209158
408,10.82365696,106.62941025
409,10.90417594,106.60109471
410,10.85970263,106.60309835
411,10.80590574,106.6243804
412,10.84647816,106.62192734
413,10.82021146,106.62547729
414,10.82749511,106.62507738
415,10.82390473,106.62883757
416,10.75888243,106.69175624
417,10.80028413,106.62559446
418,10.82844963,106.64439734
419,10.82277459,106.6295246
420,10.72757281,106.62195018
421,10.8183212,106.65721248
422,10.83351474,106.61683663
423,10.82290504,106.62923266
424,10.78672126,106.63752534
425,10.81766446,106.61512326
426,10.83160116,106.62585794
427,10.8198136,106.61555827
428,10.81817892,106.62709474
429,10.8226258,106.63051859
430,10.74786107,106.61946077
431,10.8308762,106.64705773
432,10.80769076,106.60681193
433,10.83205464,106.62884507
434,10.81148342,106.61198894
435,10.8325377,106.62893722
436,10.82951983,106.63463369
437,10.8227783,106.63019691
438,10.83384105,106.54714134
439,10.81449815,106.60414091
440,10.80104804,106.6015472
441,10.80500441,106.64279009
442,10.82585335,106.63487742
443,10.81553316,106.62975326
444,10.82340222,106.62934308
445,10.88004031,106.55369377
446,10.84667777,106.66143136
447,10.81032245,106.59525021
448,10.83134038,106.60848245
449,10.84057036,106.61364394
450,10.82692095,106.622484
451,10.82928922,106.62599339
452,10.82347537,106.62961116
453,10.77191639,106.72426082
454,10.81900297,106.61498481
455,10.82364752,106.62957382
456,10.81607824,106.66360934
457,10.83476544,106.64342409
458,10.81685566,106.64263798
459,10.82401271,106.62890104
460,10.72707165,106.5820637
461,10.80158202,106.60968052
462,10.82352398,106.63020405
463,10.81666015,106.62913301
464,10.84975739,106.65147153
465,10.81253002,106.64283507
466,10.82301748,106.63012876
467,10.75583234,106.55544133
468,10.80556878,106.66088919
469,10.82914264,106.61584881
470,10.8444393,106.61788949
471,10.81468134,106.62347962
472,10.8129207,106.62934392
473,10.82841907,106.63606565
474,10.82364915,106.62967496
475,10.91670113,106.64735493
476,10.80366026,106.60756158
477,10.82922484,106.65541462
478,10.80117632,106.60568481
479,10.82715159,106.62628296
480,10.8171552,106.63737136
481,10.82385455,106.62963551
482,10.88911531,106.58772321
483,10.84526984,106.62223415
484,10.80878792,106.62105154
485,10.79992375,106.62555884
486,10.81514319,106.63520643
487,10.82956256,106.63377901
488,10.82219069,106.63068106
489,10.816975,106.61178535
490,10.83586929,106.64205772
491,10.8292536,106.62215515
492,10.82134464,106.62276164
493,10.82388588,106.63063983
494,10.83823521,106.58826496
495,10.86158618,106.62389628
496,10.83656128,106.63472514
497,10.84084503,106.61548252
498,10.83046002,106.63238766
499,10.82218648,106.63038147
500,10.88379209,106.69290745
501,10.80027586,106.61810999
502,10.82642988,106.62897513
503,10.81170158,106.63039008
504,10.82356744,106.62985911
505,10.85482116,106.53408936
506,10.82236719,106.64736433
507,10.81122544,106.60735619
508,10.82437281,106.63287481
509,10.82285821,106.62928868
510,10.72848206,106.62545865
511,10.81651716,106.60992705
512,10.83222814,106.65308504
513,10.8336971,106.63094252
514,10.83310264,106.61816092
515,10.82616068,106.62941811
516,10.82274672,106.63028265
517,10.90418487,106.6758574
518,10.82807803,106.60716108
519,10.8253429,106.63698207
520,10.82640502,106.61820249
521,10.82246648,106.62949155
522,10.85520699,106.70308338
523,10.81763708,106.6006414
524,10.82250964,106.63930946
525,10.82329254,106.63045106
526,10.72718303,106.62952024
527,10.83212103,106.63555572
528,10.83887864,106.6267226
529,10.82396261,106.62972005
530,10.85798293,106.69822287
531,10.83362276,106.65164602
532,10.81333702,106.62362442
533,10.82289529,106.62953735
534,10.80097188,106.69518801
535,10.83841279,106.60092983
536,10.80406912,106.6574903
537,10.81056268,106.61082456
538,10.82516034,106.62238978
539,10.82382572,106.6296379
540,10.87999024,106.62315135
541,10.81179837,106.61970186
542,10.82213726,106.62927705
543,10.92078219,106.7260266
544,10.82811441,106.66031696
545,10.81017603,106.62394127
546,10.82943575,106.6180542
547,10.82312927,106.6304451
548,10.81305409,106.71463458
549,10.85514592,106.59770123
550,10.84382474,106.62523517
551,10.82490747,106.63224024
552,10.82431057,106.62671028
553,10.82305757,106.62929672
554,10.88613263,106.59002139
555,10.81399234,106.63036244
556,10.84687605,106.63075181
557,10.83047215,106.64269995
558,10.81505169,106.62174461
559,10.82272817,106.6302173
560,10.80219721,106.53696081
561,10.84381512,106.62891549
562,10.84409563,106.64157704
563,10.82941689,106.62410052
564,10.82357737,106.62977962
565,10.78044166,106.63437135
566,10.84963067,106.628396
567,10.78906279,106.646938
568,10.79710712,106.60367742
569,10.83916721,106.6201125
570,10.83538894,106.63108457
571,10.82893254,106.62697185
572,10.82248069,106.62946099
573,10.76096523,106.57397275
574,10.84036297,106.59949879
575,10.84638049,106.65473505
576,10.8032795,106.62182029
577,10.80901939,106.63068559
578,10.82531285,106.63073385
579,10.82389146,106.62923274
580,10.90791254,106.60767891
581,10.79581865,106.64714963
582,10.81462397,106.6335896
583,10.82280782,106.62906143
584,10.85466223,106.66569022
585,10.80946238,106.67075651
586,10.81304156,106.62923118
587,10.79905722,106.64715477
588,10.8128548,106.6293999
589,10.82677463,106.63500498
590,10.82384128,106.62923555
591,10.84779901,106.72022979
592,10.85065094,106.6097721
593,10.82972281,106.63718805
594,10.82374757,106.62871135
595,10.8548222,106.65020297
596,10.82965954,106.64902339
597,10.82278138,106.6302329
598,10.77472341,106.57327275
599,10.82466518,106.62973663
600,10.8045698,106.60706044
601,10.83046786,106.63060747
602,10.82339757,106.62991554
603,10.85143344,106.72960928
604,10.79311912,106.64960799
605,10.81341513,106.62990973
606,10.82986374,106.62640118
607,10.81504341,106.62346682
608,10.82380684,106.62944789
609,10.77283096,106.67350285
610,10.839332,106.5987097
611,10.83919649,106.61811862
612,10.82910505,106.63380946
613,10.82250284,106.6305595
614,10.79537034,106.59397372
615,10.81603113,106.62973624
616,10.84496266,106.59613292
617,10.81124887,106.65067667
618,10.84396703,106.62060974
619,10.81373563,106.63215503
620,10.82052104,106.63348929
621,10.82377996,106.62874107
622,10.85987838,106.62616496
623,10.81993836,106.60895058
624,10.8387666,106.63656406
625,10.82136698,106.63979257
626,10.82334494,106.629039
627,10.92113656,106.66960513
628,10.80208577,106.59919178
629,10.81699896,106.63812046
630,10.82247424,106.62908244
631,10.91528392,106.65954675
632,10.82069505,106.62638609
633,10.82367263,106.62917937
634,10.83344413,106.70962257
635,10.81749007,106.61642118
636,10.82274789,106.62867992
637,10.81077313,106.63379704
638,10.82324475,106.62949299
639,10.75260137,106.65884045
640,10.79581909,106.63881902
641,10.8241757,106.61916287
642,10.83808612,106.61632992
643,10.82529393,106.62341498
644,10.82278143,106.62905124
645,10.77327576,106.60409991
646,10.78415066,106.6675279
647,10.80000484,106.61872947
648,10.82581872,106.61852201
649,10.82918931,106.61778527
650,10.8310144,106.6343112
651,10.82237494,106.63063505
652,10.82995774,106.59173968
653,10.82660858,106.60253462
654,10.83088564,106.65833198
655,10.80687737,106.6462656
656,10.81871311,106.62146603
657,10.8238956,106.63045908
658,10.89930749,106.5389039
659,10.82186789,106.64952471
660,10.8293724,106.64988245
661,10.83441416,106.64827898
662,10.82194926,106.63204461
663,10.82386051,106.63042756
664,10.90732299,106.63684681
665,10.78615385,106.6337054
666,10.81231126,106.6452104
667,10.81524109,106.61067706
668,10.82980611,106.63117066
669,10.82364092,106.6303059
670,10.75001876,106.71721864
671,10.84257669,106.64546713
672,10.81425118,106.65436748
673,10.82012217,106.6207257
674,10.82854067,106.62595081
675,10.82284823,106.62926847
676,10.87407468,106.64475737
677,10.85821612,106.63605687
678,10.81219913,106.59875075
679,10.80372242,106.65308968
680,10.83187968,106.63942142
681,10.82088343,106.63507734
682,10.82382578,106.6254657
683,10.82350958,106.62917006
684,10.82244705,106.62031242
685,10.81944134,106.64767012
686,10.82397607,106.62872274
687,10.73380167,106.6158229
688,10.79034169,106.65616163
689,10.82828616,106.61543138
690,10.82250338,106.6293993
691,10.81784322,106.70918167
692,10.85239055,106.64414472
693,10.83207873,106.63402525
694,10.84454633,106.63428393
695,10.82528963,106.61080737
696,10.82340676,106.62109081
697,10.82832925,106.631559
698,10.82287695,106.62945003
699,10.88089882,106.69439294
700,10.82445283,106.66285217
701,10.80859333,106.61616542
702,10.82405947,106.62962096
703,10.78024128,106.66012412
704,10.85232179,106.63929861
705,10.81405344,106.62723529
706,10.82339913,106.6300819
707,10.7857233,106.70203868
708,10.79576454,106.5959427
709,10.83717108,106.61331441
710,10.83737224,106.64725099
711,10.82547327,106.63404883
712,10.82310706,106.63025446
713,10.73279944,106.7225293
714,10.82038284,106.65384382
715,10.82268248,106.63061376
716,10.82330519,106.59454954
717,10.81438623,106.60242483
718,10.81461813,106.63899198
719,10.8023147,106.62179296
720,10.81478406,106.61679087
721,10.82679586,106.63471612
722,10.82221954,106.6298061
723,10.80104521,106.54345159
724,10.78738094,106.61007132
725,10.78840625,106.6035969
726,10.84658596,106.62267589
727,10.81639733,106.64413613
728,10.83375213,106.63409664
729,10.82725982,106.63088215
730,10.82301517,106.6301789
731,10.72362678,106.54781524
732,10.80701604,106.58714646
733,10.82135598,106.59560139
734,10.79747881,106.62001933
735,10.83888352,106.65107363
736,10.80901526,106.62557667
737,10.81964151,106.62399543
738,10.8222973,106.62939882
739,10.83930061,106.65203619
740,10.80443786,106.65113522
741,10.79661625,106.61547267
742,10.8320883,106.61745407
743,10.82082307,106.62484254
744,10.82274718,106.63023437
745,10.7402279,106.57880592
746,10.81746796,106.65671355
747,10.8249792,106.65413756
748,10.81811909,106.6369608
749,10.82275432,106.63052612
750,10.84593423,106.64505625
751,10.80572552,106.63897489
752,10.82363936,106.62881838
753,10.72975977,106.66098208
754,10.8281241,106.63067191
755,10.82299183,106.63064356
756,10.8946615,106.56653867
757,10.84589616,106.59040451
758,10.8266473,106.63554638
759,10.83039917,106.61547463
760,10.83137034,106.62289681
761,10.82366471,106.6305955
762,10.82518717,106.63079013
763,10.84629956,106.60974365
764,10.81119409,106.61206716
765,10.820563,106.63150452
766,10.8224282,106.63055105
767,10.79534423,106.55713548
768,10.7996274,106.60934779
769,10.80946642,106.64233213
770,10.82309413,106.63049861
771,10.86249042,106.57350267
772,10.82952077,106.64319498
773,10.79845952,106.61663568
774,10.81489624,106.62338547
775,10.82295286,106.63007537
776,10.88811964,106.5616665
777,10.83276971,106.60692805
778,10.84614045,106.65315819
779,10.82301428,106.65070612
780,10.8169201,106.61791196
781,10.81730119,106.63640016
782,10.82932936,106.63495839
783,10.82212963,106.62876725
784,10.90671326,106.71970507
785,10.82538584,106.63909124
786,10.82337832,106.63028158
787,10.86994794,106.72768893
788,10.79166112,106.60416653
789,10.81165467,106.61819429
790,10.80633,106.60971894
791,10.83084008,106.64003888
792,10.82262257,106.6261201
793,10.82314306,106.62971882
794,10.78966952,106.63505908
795,10.83559253,106.62130295
796,10.8487694,106.66306752
797,10.8094908,106.61163156
798,10.83830462,106.62713967
799,10.81000428,106.63846518
800,10.82574828,106.62526736
801,10.82345232,106.62908926
802,10.90842826,106.61774661
803,10.823279,106.61026426
804,10.82765294,106.63887335
805,10.82265907,106.62889667
806,10.85952142,106.6075573
807,10.84532914,106.64584899
808,10.82220689,106.62886124
809,10.87156109,106.65730759
810,10.84816792,106.66940217
811,10.80579591,106.63661485
812,10.84105611,106.63573661
813,10.81785616,106.62582975
814,10.82140574,106.62611662
815,10.82221936,106.63013448
816,10.80891441,106.557568
817,10.81613775,106.65134735
818,10.82270532,106.62981033
819,10.77389459,106.60279714
820,10.81556431,106.61586184
821,10.82357768,106.62903915
822,10.91628532,106.56302793
823,10.83989622,106.61366972
824,10.82000146,106.60529493
825,10.8174518,106.61190254
826,10.81755527,106.62646259
827,10.82327364,106.63061951
828,10.83564309,106.67317443
829,10.80224864,106.63436777
830,10.82092999,106.63031279
831,10.82293506,106.6296353
832,10.86742721,106.68650269
833,10.82924914,106.64239256
834,10.84173416,106.63857875
835,10.81339335,106.61104673
836,10.82061564,106.63078884
837,10.82370443,106.62982597
838,10.89443307,106.55858316
839,10.81923877,106.61594243
840,10.82554314,106.63482449
841,10.82312255,106.63050995
842,10.73301637,106.6096664
843,10.79118901,106.63054679
844,10.82831817,106.64972142
845,10.82489543,106.62166571
846,10.83135079,106.63426773
847,10.82348866,106.62951019
848,10.87898613,106.65732198
849,10.80693251,106.6411088
850,10.80408834,106.65959494
851,10.8229801,106.62642036
852,10.82270342,106.62512777
853,10.82258231,106.62996573
854,10.74614795,106.5569238
855,10.84759693,106.62361899
856,10.81607084,106.66374779
857,10.85154501,106.63798716
858,10.8096378,106.62396858
859,10.81968013,106.62674405
860,10.82513082,106.63180466
861,10.82341457,106.63031749
862,10.82766493,106.69601293
863,10.85036321,106.61754673
864,10.7907801,106.60235345
865,10.84180975,106.64112833
866,10.82487052,106.62141459
867,10.82280597,106.62337974
868,10.82243531,106.63061055
869,10.89731433,106.68076797
870,10.78464142,106.64120708
871,10.83689605,106.64298146
872,10.82239309,106.63288794
873,10.83278142,106.64521945
874,10.81733957,106.63305872
875,10.82269497,106.63036947
876,10.78951294,106.58077902
877,10.84383446,106.65333084
878,10.81227112,106.61192223
879,10.84211498,106.63719828
880,10.81451178,106.62567908
881,10.8221888,106.62912602
882,10.77894089,106.6790088
883,10.83893825,106.66376805
884,10.83585657,106.63834971
885,10.82522849,106.64880777
886,10.82853283,106.64357729
887,10.83174739,106.61625805
888,10.81914316,106.62878089
889,10.82267818,106.63063236
890,10.81664473,106.72801713
891,10.84272479,106.64831802
892,10.83013497,106.62797585
893,10.80320281,106.63587902
894,10.82452839,106.61635448
895,10.81557966,106.63608224
896,10.82246466,106.63029488
897,10.73785312,106.57892477
898,10.83468716,106.66000272
899,10.82449998,106.63970112
900,10.82812313,106.63080869
901,10.82406649,106.62970898
902,10.79309608,106.60745123
903,10.84343468,106.62221957
904,10.82342171,106.6371774
905,10.82239152,106.62873758
906,10.81442833,106.66658447
907,10.79252338,106.64154958
908,10.8142469,106.6190023
909,10.81606488,106.6298759
910,10.82302453,106.62959951
911,10.75422814,106.56126316
912,10.8299848,106.60657643
913,10.82270672,106.63002009
914,10.83454453,106.71323412
915,10.80950907,106.64462086
916,10.82405643,106.62966598
917,10.72456795,106.57116704
918,10.8080367,106.62651549
919,10.84661326,106.61117844
920,10.80186983,106.60559636
921,10.81587429,106.61809068
922,10.82008693,106.63099523
923,10.82377371,106.63042884
924,10.73149068,106.67181982
925,10.83609698,106.64974178
926,10.79180908,106.60262029
927,10.81015139,106.61203974
928,10.82163598,106.63031486
929,10.81559296,106.62334851
930,10.8227146,106.63067238
931,10.76188909,106.62145228
932,10.83946321,106.63510451
933,10.83432352,106.61928041
934,10.82331,106.63061331
935,10.82749136,106.53622839
936,10.83933857,106.66640754
937,10.81054074,106.63503013
938,10.83046756,106.62217032
939,10.82210349,106.62926037
940,10.84369604,106.60173229
941,10.80587497,106.59665555
942,10.83849844,106.65516096
943,10.80180564,106.61711977
944,10.82124239,106.6121063
945,10.83017707,106.61685272
946,10.81780757,106.63259597
947,10.82262437,106.63065579
948,10.75003119,106.63047484
949,10.85709238,106.66947932
950,10.80494659,106.64237488
951,10.82230239,106.62506566
952,10.81609875,106.62054795
953,10.8221384,106.62935954
954,10.88076246,106.6920477
955,10.80024572,106.64276448
956,10.82224639,106.62900838
957,10.82821782,106.57646145
958,10.81348725,106.64150324
959,10.82249744,106.62882877
960,10.8042018,106.57016745
961,10.8031846,106.59931785
962,10.78927979,106.65331073
963,10.8176105,106.61982134
964,10.83665014,106.63190968
965,10.81292938,106.62098426
966,10.81923816,106.62717684
967,10.82297403,106.62921523
968,10.84644506,106.67619966
969,10.80838735,106.62560262
970,10.82320443,106.66073312
971,10.84528725,106.62993112
972,10.83225821,106.62302384
973,10.8289845,106.63300586
974,10.82374088,106.62975784
975,10.79795175,106.60991266
976,10.81479243,106.6175315
977,10.82340583,106.62922403
978,10.90387032,106.57108661
979,10.78126079,106.59928574
980,10.85286624,106.6461711
981,10.81849579,106.62368016
982,10.83810953,106.61197524
983,10.81407158,106.62265988
984,10.82149173,106.62499731
985,10.82293156,106.6293372
986,10.88517085,106.56004827
987,10.80959445,106.64716178
988,10.82331798,106.62962402
989,10.878893,106.7059285
990,10.79157935,106.65373719
991,10.81070154,106.64551629
992,10.82853981,106.63574318
993,10.83571542,106.61357404
994,10.82510958,106.63420088
995,10.82699195,106.63213261
996,10.82220901,106.63055391
997,10.90665438,106.6360117
998,10.79009445,106.62889151
999,10.80652243,106.5973491
